id	file	title	date	place	medium	dimensions	width	height	photographer
15326	File:ETH-BIB-Westliche Berner Alpen über dem Nebelmeer, Anflug von Nordosten-Inlandflüge-LBS MH01-007699.tif	Unteraargletscher, Bächistock, Schreckhorn v. O. aus 3200 m	January 1934	Berner Alpen; Blüemlisalp	Fotografie : Negativ	6 x 7 cm	7	6	Walter Mittelholzer
15327	File:ETH-BIB-Westufer des Königsees von Norden Richtung Süden-Weitere-LBS MH01-007070.tif	Westufer des Königsees von Norden Richtung Süden	16.04.05	Bavaria	Fotografie : Negativ	10 x 12 cm (4 x 5'')	12	10	Walter Mittelholzer
15328	File:ETH-BIB-Wetterhorn v. O. aus 3200 m-Inlandflüge-LBS MH01-006312.tif	Wetterhorn v. O. aus 3200 m	1931	Wetterhorn	Fotografie : Negativ	13 x 18 cm	18	13	Walter Mittelholzer
15329	File:ETH-BIB-Wetterhorn v. S. aus 3700 m-Inlandflüge-LBS MH01-006232.tif	Wetterhorn v. S. aus 3700 m	1931	Wetterhorn	Fotografie : Negativ	13 x 18 cm	18	13	Walter Mittelholzer
15330	File:ETH-BIB-Wetterhorn, Eiger, Fiescherhörner-Inlandflüge-LBS MH05-17-16.tif	Wetterhorn, Eiger, Fiescherhörner	05.09.34	Eiger; Fiescherhörner; Wetterhorn; Bern	Fotografie : Negativ	2,4 x 3,6 cm	3.6	2.4	Walter Mittelholzer
15331	File:ETH-BIB-Wetterhorn, Finsteraarhorn v. O. aus 3300 m-Inlandflüge-LBS MH01-006311.tif	Wetterhorn, Finsteraarhorn v. O. aus 3300 m	1931	Wetterhorn	Fotografie : Negativ	13 x 18 cm	18	13	Walter Mittelholzer
15332	File:ETH-BIB-Wetterhorn, Grindelwaldfirn, Pilatus v. S. O. aus 4200 m-Inlandflüge-LBS MH01-005512.tif	Wetterhorn, Grindelwaldfirn, Pilatus v. S. O. aus 4200 m	1927	Wetterhorn	Fotografie : Glasplattennegativ	13 x 18 cm	18	13	Walter Mittelholzer
15333	File:ETH-BIB-Wetterhorn, Lungerersee, Pilatus v. S. aus 4000 m-Inlandflüge-LBS MH01-005709.tif	Wetterhorn, Lungerersee, Pilatus v. S. aus 4000 m	1928	Wetterhorn	Fotografie : Negativ	13 x 18 cm	18	13	Walter Mittelholzer
15334	File:ETH-BIB-Wetterhorn, Mittelhorn v. S.-Inlandflüge-LBS MH01-006231.tif	Wetterhorn, Mittelhorn v. S.	1931	Wetterhorn	Fotografie : Negativ	13 x 18 cm	18	13	Walter Mittelholzer
15335	File:ETH-BIB-Wetterhorn, Schreckhorn v. W. aus 4300 m-Inlandflüge-LBS MH01-007626.tif	Wetterhorn, Schreckhorn v. W. aus 4300 m	21 October 1933	Wetterhorn	Fotografie : Negativ	6 x 7 cm	7	6	Walter Mittelholzer
15336	File:ETH-BIB-Wetterhorn, Schreckhorn-Inlandflüge-LBS MH01-007615.tif	Wetterhorn, Schreckhorn	19 October 1933	Wetterhorn	Fotografie : Negativ	6 x 7 cm	7	6	Walter Mittelholzer
15337	File:ETH-BIB-Wetterhorn, Schreckhörner, Finsteraarhorn-Inlandflüge-LBS MH05-17-15.tif	Wetterhorn, Schreckhörner, Finsteraarhorn	05.09.34	Schreckhorn; Finsteraarhorn; Wetterhorn; Bern	Fotografie : Negativ	2,4 x 3,6 cm	3.6	2.4	Walter Mittelholzer
15338	File:ETH-BIB-Wetterhorn-Inlandflüge-LBS MH01-008248.tif	Wetterhorn	1937	Wetterhorn	Fotografie : Negativ	6 x 7 cm	7	6	Walter Mittelholzer
15339	File:ETH-BIB-Wetterhörner, Finsteraarhorn-Inlandflüge-LBS MH05-06A-09.tif	Wetterhörner, Finsteraarhorn	1931-1937	Finsteraarhorn; Wetterhorn; Bern	Fotografie : Negativ	2,4 x 3,6 cm	3.6	2.4	Walter Mittelholzer
15340	File:ETH-BIB-Wetterhörner, Finsteraarhorn-Inlandflüge-LBS MH05-06A-10.tif	Wetterhörner, Finsteraarhorn	1931-1937	Finsteraarhorn; Wetterhorn; Bern	Fotografie : Negativ	2,4 x 3,6 cm	3.6	2.4	Walter Mittelholzer
15341	File:ETH-BIB-Wetterhörner-Inlandflüge-LBS MH05-14-16.tif	Wetterhörner	1931-1937	Wetterhorn; Bern	Fotografie : Negativ	2,4 x 3,6 cm	3.6	2.4	Walter Mittelholzer
15342	File:ETH-BIB-Wetterhörnern, Rosenlauigletscher v. N. W. aus 4000 m-Inlandflüge-LBS MH01-000293.tif	Wetterhörnern, Rosenlauigletscher v. N. W. aus 4000 m	1919	Wetterhorn	Fotografie : Glasplattennegativ	13 x 18 cm	18	13	Walter Mittelholzer
15343	File:ETH-BIB-Wetterstein mit Zugspitze-Inlandflüge-LBS MH01-007459.tif	Wetterstein mit Zugspitze	28.08.33	Zugspitze	Fotografie : Negativ	10 x 12 cm (4 x 5'')	12	10	Walter Mittelholzer
15344	File:ETH-BIB-Wettingen (Aargau) v. S. W. aus 600 m-Inlandflüge-LBS MH01-000989.tif	Wettingen (Aargau) v. S. W. aus 600 m	02.04.05	Wettingen	Fotografie : Glasplattennegativ	13 x 18 cm	18	13	Walter Mittelholzer
15345	File:ETH-BIB-Wettingen aus 100 m-Inlandflüge-LBS MH01-002216.tif	Wettingen aus 100 m	1919	Wettingen	Fotografie : Glasplattennegativ	13 x 18 cm	18	13	Walter Mittelholzer
15346	File:ETH-BIB-Wettingen aus 100 m-Inlandflüge-LBS MH01-002217.tif	Wettingen aus 100 m	1920	Wettingen	Fotografie : Glasplattennegativ	13 x 18 cm	18	13	Walter Mittelholzer
15347	File:ETH-BIB-Wettingen v. N. aus 600 m-Inlandflüge-LBS MH01-003527.tif	Wettingen v. N. aus 600 m	1919	Wettingen	Fotografie : Glasplattennegativ	13 x 18 cm	18	13	Walter Mittelholzer
15348	File:ETH-BIB-Wettingen, Baden v. O. aus 400 m-Inlandflüge-LBS MH01-007795.tif	Wettingen, Baden v. O. aus 400 m	July 1934	Wettingen	Fotografie : Glasplattennegativ	13 x 18 cm	18	13	Walter Mittelholzer
15349	File:ETH-BIB-Wettingen, Baden v. S. aus 600 m-Inlandflüge-LBS MH01-004378.tif	Wettingen, Baden v. S. aus 600 m	1925	Wettingen	Fotografie : Glasplattennegativ	13 x 18 cm	18	13	Walter Mittelholzer
15350	File:ETH-BIB-Wettingen, Bahnhof-Inlandflüge-LBS MH03-1898.tif	Wettingen, Bahnhof	1918-1937	Wettingen	Fotografie : Negativ	13 x 18 cm	18	13	Walter Mittelholzer
15351	File:ETH-BIB-Wettingen, Bau des Wasserkraftwerks und Kloster-Inlandflüge-LBS MH03-1895.tif	Wettingen, Bau des Wasserkraftwerks und Kloster	1918-1937	Wettingen	Fotografie : Negativ	13 x 18 cm	18	13	Walter Mittelholzer
15352	File:ETH-BIB-Wettingen, Bau des Wasserkraftwerks und Kloster-Inlandflüge-LBS MH03-1902.tif	Wettingen, Bau des Wasserkraftwerks und Kloster	1918-1937	Wettingen	Fotografie : Negativ	13 x 18 cm	18	13	Walter Mittelholzer
15353	File:ETH-BIB-Wettingen, Bau des Wasserkraftwerks und Kloster-Inlandflüge-LBS MH03-1903.tif	Wettingen, Bau des Wasserkraftwerks und Kloster	1918-1937	Wettingen	Fotografie : Negativ	13 x 18 cm	18	13	Walter Mittelholzer
15354	File:ETH-BIB-Wettingen, Chrüzstein-Inlandflüge-LBS MH03-1904.tif	Wettingen, Chrüzstein	1918-1937	Wettingen	Fotografie : Negativ	13 x 18 cm	18	13	Walter Mittelholzer
15355	File:ETH-BIB-Wettingen, Kloster mit Spinnerei aus 500 m-Inlandflüge-LBS MH01-003616.tif	Wettingen, Kloster mit Spinnerei aus 500 m	1923	Wettingen	Fotografie : Glasplattennegativ	13 x 18 cm	18	13	Walter Mittelholzer
15356	File:ETH-BIB-Wettingen, Kloster, Limmatbrücken, Bau des Wasserkraftwerks-Inlandflüge-LBS MH03-1907.tif	Wettingen, Kloster, Limmatbrücken, Bau des Wasserkraftwerks	1918-1937	Wettingen	Fotografie : Negativ	13 x 18 cm	18	13	Walter Mittelholzer
15357	File:ETH-BIB-Wettingen, Kloster-Inlandflüge-LBS MH03-1896.tif	Wettingen, Kloster	1918-1937	Wettingen	Fotografie : Negativ	13 x 18 cm	18	13	Walter Mittelholzer
15358	File:ETH-BIB-Wettingen, Kraftwerk im Bau-Inlandflüge-LBS MH01-006869.tif	Wettingen, Kraftwerk im Bau	08.08.32	Wettingen	Fotografie : Negativ	13 x 18 cm	18	13	Walter Mittelholzer
15359	File:ETH-BIB-Wettingen, Sportanlage Aue-Inlandflüge-LBS MH03-1899.tif	Wettingen, Sportanlage Aue	1918-1937	Wettingen	Fotografie : Negativ	13 x 18 cm	18	13	Walter Mittelholzer
15360	File:ETH-BIB-Wettingen, Webermühle-Inlandflüge-LBS MH03-1897.tif	Wettingen, Webermühle	1918-1937	Wettingen	Fotografie : Negativ	13 x 18 cm	18	13	Walter Mittelholzer
15361	File:ETH-BIB-Wetzikon, Bahnhof-Inlandflüge-LBS MH01-001891.tif	Wetzikon, Bahnhof	1919	Wetzikon (ZH)	Fotografie : Glasplattennegativ	13 x 18 cm	18	13	Walter Mittelholzer
15362	File:ETH-BIB-Wetzikon, Bosshard Bühler & Co, Seidenweberei-Inlandflüge-LBS MH03-1363.tif	Wetzikon, Bosshard Bühler & Co, Seidenweberei	1918-1937	Wetzikon (ZH)	Fotografie : Silbergelatine-Abzug	13 x 18 cm	18	13	Walter Mittelholzer
15363	File:ETH-BIB-Wetzikon, Floos, Spinnerei Aathal-Inlandflüge-LBS MH03-1808.tif	Wetzikon, Floos, Spinnerei Aathal	1918-1931	Koordinaten: 47°19'49.8"N 8°46'41.6"E	Fotografie : Silbergelatine-Abzug	13 x 18 cm	18	13	Walter Mittelholzer
15364	File:ETH-BIB-Wetzikon, Oberwetzikon-Inlandflüge-LBS MH01-001387.tif	Wetzikon, Oberwetzikon	1919	Wetzikon (ZH)	Fotografie : Glasplattennegativ	13 x 18 cm	18	13	Walter Mittelholzer
15365	File:ETH-BIB-Wetzikon, Pfäffikersee v. S.-Inlandflüge-LBS MH01-001892.tif	Wetzikon, Pfäffikersee v. S.	1919	Wetzikon (ZH)	Fotografie : Glasplattennegativ	13 x 18 cm	18	13	Walter Mittelholzer
15366	File:ETH-BIB-Wetzikon, Robenhausen v. S. aus 200 m-Inlandflüge-LBS MH01-001896.tif	Wetzikon, Robenhausen v. S. aus 200 m	1919	Wetzikon (ZH)	Fotografie : Glasplattennegativ	13 x 18 cm	18	13	Walter Mittelholzer
15367	File:ETH-BIB-Wetzikon, Robenhausen, Pfäffikersee-Inlandflüge-LBS MH01-006108.tif	Wetzikon, Robenhausen, Pfäffikersee	1931	Wetzikon (ZH)	Fotografie : Glasplattennegativ	13 x 18 cm	18	13	Walter Mittelholzer
15368	File:ETH-BIB-Wetzikon-Inlandflüge-LBS MH01-001388.tif	Wetzikon	1919	Wetzikon (ZH)	Fotografie : Glasplattennegativ	13 x 18 cm	18	13	Walter Mittelholzer
15369	File:ETH-BIB-Weyermannshaus, J. Hirter, Kohlenhandlung-Inlandflüge-LBS MH03-1844.tif	Weyermannshaus, J. Hirter, Kohlenhandlung	1918-1937	Bern, Stadt	Fotografie : Silbergelatine-Abzug	9 x 12 cm	12	9	Walter Mittelholzer
15370	File:ETH-BIB-Weyermannshaus, Kohlenlager der Firma J. Hirter-Inlandflüge-LBS MH03-1734.tif	Weyermannshaus, Kohlenlager der Firma J. Hirter	1918-1937	Bern, Stadt	Fotografie : Silbergelatine-Abzug	13 x 18 cm	18	13	Walter Mittelholzer
15371	File:ETH-BIB-Wichelplankstock und Grassen beim Titlis, Meiental v. W. aus 4000 m-Inlandflüge-LBS MH01-000277.tif	Wichelplankstock und Grassen beim Titlis, Meiental v. W. aus 4000 m	1919	Glarner Alpen; Schwyzer Alpen	Fotografie : Glasplattennegativ	13 x 18 cm	18	13	Walter Mittelholzer
15372	File:ETH-BIB-Wichelplankstock, Grassengrat v. N. W. aus 3900 m-Inlandflüge-LBS MH01-000258.tif	Wichelplankstock, Grassengrat v. N. W. aus 3900 m	1919	Glarner Alpen	Fotografie : Glasplattennegativ	13 x 18 cm	18	13	Walter Mittelholzer
15373	File:ETH-BIB-Wichelplankstock, Meiental, Murmelplankstock v. N. W. aus 3300 m-Inlandflüge-LBS MH01-004704.tif	Wichelplankstock, Meiental, Murmelplankstock v. N. W. aus 3300 m	1925	Urner Alpen	Fotografie : Glasplattennegativ	13 x 18 cm	18	13	Walter Mittelholzer
15374	File:ETH-BIB-Wichtrach, Aebi, Kraut & Co-Inlandflüge-LBS MH03-1362.tif	Wichtrach, Aebi, Kraut & Co	1918-1937	Wichtrach	Fotografie : Silbergelatine-Abzug	13 x 18 cm	18	13	Walter Mittelholzer
15375	File:ETH-BIB-Widnau v. S. aus 300 m-Inlandflüge-LBS MH01-003083.tif	Widnau v. S. aus 300 m	1923	Widnau	Fotografie : Glasplattennegativ	13 x 18 cm	18	13	Walter Mittelholzer
15376	File:ETH-BIB-Wiedlisbach v. S. aus 300 m-Inlandflüge-LBS MH01-004668.tif	Wiedlisbach v. S. aus 300 m	1925	Wiedlisbach	Fotografie : Glasplattennegativ	13 x 18 cm	18	13	Walter Mittelholzer
15377	File:ETH-BIB-Wien-Weitere-LBS MH02-14-0005.tif	Wien	1932	Vienna	Fotografie : Negativ	2,4 x 3,6 cm	3.6	2.4	Walter Mittelholzer
15378	File:ETH-BIB-Wien-Weitere-LBS MH02-14-0008.tif	Wien	1932	Vienna	Fotografie : Negativ	2,4 x 3,6 cm	3.6	2.4	Walter Mittelholzer
15379	File:ETH-BIB-Wien-Weitere-LBS MH02-14-0009.tif	Wien	1932	Donau; Wien	Fotografie : Negativ	2,4 x 3,6 cm	3.6	2.4	Walter Mittelholzer
15380	File:ETH-BIB-Wien-Weitere-LBS MH02-14-0013.tif	Wien	1932	Vienna	Fotografie : Negativ	2,4 x 3,6 cm	3.6	2.4	Walter Mittelholzer
15381	File:ETH-BIB-Wien-Weitere-LBS MH02-14-0015.tif	Wien	1932	Vienna	Fotografie : Negativ	2,4 x 3,6 cm	3.6	2.4	Walter Mittelholzer
15382	File:ETH-BIB-Wien-Weitere-LBS MH02-14-0043.tif	Wien	1932	Vienna	Fotografie : Negativ	2,4 x 3,6 cm	3.6	2.4	Walter Mittelholzer
15383	File:ETH-BIB-Wien-Weitere-LBS MH02-30-0029.tif	Wien	August 1934	Donau; Wien	Fotografie : Negativ	2,4 x 3,6 cm	3.6	2.4	Walter Mittelholzer
15384	File:ETH-BIB-Wien-Weitere-LBS MH02-30-0031.tif	Wien	August 1934	Vienna	Fotografie : Negativ	2,4 x 3,6 cm	3.6	2.4	Walter Mittelholzer
15385	File:ETH-BIB-Wien-Weitere-LBS MH02-30-0032.tif	Wien	August 1934	Vienna	Fotografie : Negativ	2,4 x 3,6 cm	3.6	2.4	Walter Mittelholzer
15386	File:ETH-BIB-Wien-Weitere-LBS MH02-30-0033.tif	Wien	August 1934	Vienna	Fotografie : Negativ	2,4 x 3,6 cm	3.6	2.4	Walter Mittelholzer
15387	File:ETH-BIB-Wien-Weitere-LBS MH02-30-0034.tif	Wien	August 1934	Vienna	Fotografie : Negativ	2,4 x 3,6 cm	3.6	2.4	Walter Mittelholzer
15388	File:ETH-BIB-Wien-Weitere-LBS MH02-30-0035.tif	Wien	August 1934	Vienna	Fotografie : Negativ	2,4 x 3,6 cm	3.6	2.4	Walter Mittelholzer
15389	File:ETH-BIB-Wien-Weitere-LBS MH02-30-0047.tif	Wien	August 1934	Vienna	Fotografie : Negativ	2,4 x 3,6 cm	3.6	2.4	Walter Mittelholzer
15390	File:ETH-BIB-Wien-Weitere-LBS MH02-30-0048.tif	Wien	August 1934	Vienna	Fotografie : Negativ	2,4 x 3,6 cm	3.6	2.4	Walter Mittelholzer
15391	File:ETH-BIB-Wien-Weitere-LBS MH02-37-0028.tif	Wien	1934	Vienna	Fotografie : Negativ	2,4 x 3,6 cm	3.6	2.4	Walter Mittelholzer
15392	File:ETH-BIB-Wien-Weitere-LBS MH02-37-0029.tif	Wien	1934	Vienna	Fotografie : Negativ	2,4 x 3,6 cm	3.6	2.4	Walter Mittelholzer
15393	File:ETH-BIB-Wien-Weitere-LBS MH02-44-0016.tif	Wien	11.07.35	Donau; Wien	Fotografie : Negativ	2,4 x 3,6 cm	3.6	2.4	Walter Mittelholzer
15394	File:ETH-BIB-Wien-Weitere-LBS MH02-44-0022.tif	Wien	11.07.35	Donau; Wien	Fotografie : Negativ	2,4 x 3,6 cm	3.6	2.4	Walter Mittelholzer
15395	File:ETH-BIB-Wien-Weitere-LBS MH02-44-0024.tif	Wien	11.07.35	Donau; Wien	Fotografie : Negativ	2,4 x 3,6 cm	3.6	2.4	Walter Mittelholzer
15396	File:ETH-BIB-Wien-Weitere-LBS MH02-44-0025.tif	Wien	11.07.35	Donau; Wien	Fotografie : Negativ	2,4 x 3,6 cm	3.6	2.4	Walter Mittelholzer
15397	File:ETH-BIB-Wien-Weitere-LBS MH05-84-04.tif	Wien	1931-1937	Donau; Wien	Fotografie : Negativ	2,4 x 3,6 cm	3.6	2.4	Walter Mittelholzer
15398	File:ETH-BIB-Wienacht, Tobel aus 200 m-Inlandflüge-LBS MH01-002688.tif	Wienacht, Tobel aus 200 m	1920	Wienacht	Fotografie : Glasplattennegativ	13 x 18 cm	18	13	Walter Mittelholzer
15399	File:ETH-BIB-Wiesendangen aus 300 m-Inlandflüge-LBS MH01-003465.tif	Wiesendangen aus 300 m	1923	Wiesendangen	Fotografie : Glasplattennegativ	13 x 18 cm	18	13	Walter Mittelholzer
15400	File:ETH-BIB-Wiesendangen v. S. aus 300 m-Inlandflüge-LBS MH01-002614.tif	Wiesendangen v. S. aus 300 m	1920	Wiesendangen	Fotografie : Silbergelatine-Abzug	13 x 18 cm	18	13	Walter Mittelholzer
15401	File:ETH-BIB-Wiesendangen v. S. aus 300 m-Inlandflüge-LBS MH01-002615.tif	Wiesendangen v. S. aus 300 m	1920	Wiesendangen	Fotografie : Silbergelatine-Abzug	13 x 18 cm	18	13	Walter Mittelholzer
15402	File:ETH-BIB-Wiesendangen-Bahnhof, Landeplatz aus 300 m-Inlandflüge-LBS MH01-003466.tif	Wiesendangen-Bahnhof, Landeplatz aus 300 m	1923	Wiesendangen	Fotografie : Glasplattennegativ	13 x 18 cm	18	13	Walter Mittelholzer
15403	File:ETH-BIB-Wiesendangen-Inlandflüge-LBS MH01-007903.tif	Wiesendangen	21.08.34	Wiesendangen	Fotografie : Negativ	13 x 18 cm	18	13	Walter Mittelholzer
15404	File:ETH-BIB-Wiggis, Mürtschenstock, Weesen, Churfirsten, Säntis v. W. aus 3000 m-Inlandflüge-LBS MH01-003009.tif	Wiggis, Mürtschenstock, Weesen, Churfirsten, Säntis v. W. aus 3000 m	1923	Glarner Alpen	Fotografie : Glasplattennegativ	13 x 18 cm	18	13	Walter Mittelholzer
15405	File:ETH-BIB-Wiggis, Rautispitz, Glärnisch, Scheie v. N. aus 2300 m-Inlandflüge-LBS MH01-005243.tif	Wiggis, Rautispitz, Glärnisch, Scheie v. N. aus 2300 m	1926	Glarner Alpen	Fotografie : Glasplattennegativ	13 x 18 cm	18	13	Walter Mittelholzer
15406	File:ETH-BIB-Wiggis, Rautispitz, Glärnisch-Inlandflüge-LBS MH01-007010.tif	Wiggis, Rautispitz, Glärnisch	16.01.33	Glarner Alpen	Fotografie : Negativ	10 x 12 cm (4 x 5'')	12	10	Walter Mittelholzer
15407	File:ETH-BIB-Wigoltingen v. S. aus 400 m-Inlandflüge-LBS MH01-004101.tif	Wigoltingen v. S. aus 400 m	1924	Wigoltingen	Fotografie : Glasplattennegativ	13 x 18 cm	18	13	Walter Mittelholzer
15408	File:ETH-BIB-Wigoltingen v. S. O. aus 300 m-Inlandflüge-LBS MH01-007891.tif	Wigoltingen v. S. O. aus 300 m	21.08.34	Wigoltingen	Fotografie : Negativ	13 x 18 cm	18	13	Walter Mittelholzer
15409	File:ETH-BIB-Wigoltingen v. S. O. aus 50 m-Inlandflüge-LBS MH01-004628.tif	Wigoltingen v. S. O. aus 50 m	1925	Wigoltingen	Fotografie : Glasplattennegativ	13 x 18 cm	18	13	Walter Mittelholzer
15410	File:ETH-BIB-Wigoltingen, Schloss Altenklingen-Inlandflüge-LBS MH03-1354.tif	Wir fliegen im hellen Mondschein längs der Küste von Rio de Oro nach Norden, silbern schimmert die Brandung zu uns herauf	1918-1937	Wigoltingen; Märstetten	Fotografie : Silbergelatine-Abzug	13 x 18 cm	18	13	Walter Mittelholzer
15411	File:ETH-BIB-Wikon, Adelboden, Zofingen, Jura v. S. O. aus 800 m-Inlandflüge-LBS MH01-004390.tif	Wikon, Adelboden, Zofingen, Jura v. S. O. aus 800 m	1925	Wikon	Fotografie : Glasplattennegativ	13 x 18 cm	18	13	Walter Mittelholzer
15412	File:ETH-BIB-Wikon, Schloss Institut Marienburg bei Reiden-Inlandflüge-LBS MH01-008089.tif	Wikon, Schloss Institut Marienburg bei Reiden	03.09.34	Wikon	Fotografie : Negativ	13 x 18 cm	18	13	Walter Mittelholzer
15413	File:ETH-BIB-Wikon, Schloss Marienburg-Inlandflüge-LBS MH03-1368.tif	Wikon, Schloss Marienburg	1918-1937	Wikon	Fotografie : Silbergelatine-Abzug	13 x 18 cm	18	13	Walter Mittelholzer
15414	File:ETH-BIB-Wil (SG) aus 100 m-Inlandflüge-LBS MH01-006679A.tif	Wil (SG) aus 100 m	17 October 1931	Wil (SG)	Fotografie : Negativ	13 x 18 cm	18	13	Walter Mittelholzer
15415	File:ETH-BIB-Wil (SG) aus 200 m-Inlandflüge-LBS MH01-004215.tif	Wil (SG) aus 200 m	1924	Wil (SG)	Fotografie : Glasplattennegativ	13 x 18 cm	18	13	Walter Mittelholzer
15416	File:ETH-BIB-Wil (SG) aus 200 m-Inlandflüge-LBS MH01-004630.tif	Wil (SG) aus 200 m	1925	Wil (SG)	Fotografie : Glasplattennegativ	13 x 18 cm	18	13	Walter Mittelholzer
15417	File:ETH-BIB-Wil (SG) aus 2500 m-Inlandflüge-LBS MH01-000331.tif	Wil (SG) aus 2500 m	1919	Wil (SG)	Fotografie : Glasplattennegativ	13 x 18 cm	18	13	Walter Mittelholzer
15418	File:ETH-BIB-Wil (SG) aus 50 m-Inlandflüge-LBS MH01-006677A.tif	Wil (SG) aus 50 m	17 October 1931	Wil (SG)	Fotografie : Negativ	13 x 18 cm	18	13	Walter Mittelholzer
15419	File:ETH-BIB-Wil (SG) mit Bahnhof v. S. W. aus 600 m-Inlandflüge-LBS MH01-000645.tif	Wil (SG) mit Bahnhof v. S. W. aus 600 m	02.04.05	Wil (SG)	Fotografie : Glasplattennegativ	13 x 18 cm	18	13	Walter Mittelholzer
15420	File:ETH-BIB-Wil (SG) v. N. aus 500 m-Inlandflüge-LBS MH01-004631.tif	Wil (SG) v. N. aus 500 m	08.04.05	Wil (SG)	Fotografie : Glasplattennegativ	13 x 18 cm	18	13	Walter Mittelholzer
15421	File:ETH-BIB-Wil (SG) v. S. aus 200 m-Inlandflüge-LBS MH01-006678A.tif	Wil (SG) v. S. aus 200 m	17 October 1931	Wil (SG)	Fotografie : Negativ	13 x 18 cm	18	13	Walter Mittelholzer
15422	File:ETH-BIB-Wil (SG) v. S. O. aus 2000 m-Inlandflüge-LBS MH01-000332.tif	Wigoltingen, Schloss Altenklingen	1919	Wil (SG)	Fotografie : Glasplattennegativ	13 x 18 cm	18	13	Walter Mittelholzer
15423	File:ETH-BIB-Wil (SG) v. W. aus 800 m-Inlandflüge-LBS MH01-000651.tif	Wil (SG) v. W. aus 800 m	02.04.05	Wil (SG)	Fotografie : Glasplattennegativ	13 x 18 cm	18	13	Walter Mittelholzer
15424	File:ETH-BIB-Wil (SG), Altstadt aus 150 m-Inlandflüge-LBS MH01-001925.tif	Wil (SG), Altstadt aus 150 m	1919	Wil (SG)	Fotografie : Glasplattennegativ	13 x 18 cm	18	13	Walter Mittelholzer
15425	File:ETH-BIB-Wil (SG), Altstadt aus 200 m-Inlandflüge-LBS MH01-002667.tif	Wil (SG), Altstadt aus 200 m	1920	Wil (SG)	Fotografie : Glasplattennegativ	13 x 18 cm	18	13	Walter Mittelholzer
15426	File:ETH-BIB-Wil (SG), Altstadt aus 50 m-Inlandflüge-LBS MH01-006676A.tif	Wil (SG), Altstadt aus 50 m	17 October 1931	Wil (SG)	Fotografie : Negativ	13 x 18 cm	18	13	Walter Mittelholzer
15427	File:ETH-BIB-Wil (SG), Altstadt v. S. aus 600 m-Inlandflüge-LBS MH01-005431.tif	Wil (SG), Altstadt v. S. aus 600 m	10.04.05	Wil (SG)	Fotografie : Glasplattennegativ	13 x 18 cm	18	13	Walter Mittelholzer
15428	File:ETH-BIB-Wil (SG), Bahnhof-Inlandflüge-LBS MH01-001928-AL.tif	Wil (SG), Bahnhof	02.04.05	Wil (SG)	Fotografie : Silbergelatine-Abzug, auf Papier montiert	13 x 18 cm	18	13	Walter Mittelholzer
15429	File:ETH-BIB-Wil (SG), Bahnhofquartier v. O. aus 600 m-Inlandflüge-LBS MH01-005430.tif	Wil (SG), Bahnhofquartier v. O. aus 600 m	10.04.05	Wil (SG)	Reprofotografie : Negativ	13 x 18 cm	18	13	Walter Mittelholzer
15430	File:ETH-BIB-Wil (SG), Klinik, Anstalt v. S. O. aus 600 m-Inlandflüge-LBS MH01-005432.tif	Wil (SG), Klinik, Anstalt v. S. O. aus 600 m	10.04.05	Wil (SG)	Reprofotografie : Negativ	13 x 18 cm	18	13	Walter Mittelholzer
15431	File:ETH-BIB-Wil (SG), Übersicht, westliches Quartier aus 700 m-Inlandflüge-LBS MH01-002668.tif	Wil (SG), Übersicht, westliches Quartier aus 700 m	03.04.05	Wil (SG)	Fotografie : Glasplattennegativ	13 x 18 cm	18	13	Walter Mittelholzer
15432	File:ETH-BIB-Wil (SG)-Inlandflüge-LBS MH01-002787A.tif	Wil (SG)	05.04.05	Wil (SG)	Fotografie : Glasplattennegativ	13 x 18 cm	18	13	Walter Mittelholzer
15433	File:ETH-BIB-Wil bei Thalheim v. S. aus 200 m-Inlandflüge-LBS MH01-003999.tif	Wil bei Thalheim v. S. aus 200 m	06.04.05	Wil (ZH)	Fotografie : Glasplattennegativ	13 x 18 cm	18	13	Walter Mittelholzer
15434	File:ETH-BIB-Wil, Altstadt-Inlandflüge-LBS MH03-1045.tif	Wil, Altstadt	1918-1937	Vulpera	Reprofotografie : Glasdiapositiv	13 x 18 cm	18	13	Walter Mittelholzer
15435	File:ETH-BIB-Wil, Stadtkirche aus 50 m-Inlandflüge-LBS MH01-006672A.tif	Wil, Stadtkirche aus 50 m	17 October 1931	Wil (SG)	Fotografie : Negativ	13 x 18 cm	18	13	Walter Mittelholzer
15436	File:ETH-BIB-Wila (Tösstal)-Inlandflüge-LBS MH01-002622.tif	Wila (Tösstal)	1920	Wila	Fotografie : Glasplattennegativ	13 x 18 cm	18	13	Walter Mittelholzer
15437	File:ETH-BIB-Wila-Inlandflüge-LBS MH01-002909.tif	Wila	1922	Wila	Fotografie : Glasplattennegativ	13 x 18 cm	18	13	Walter Mittelholzer
15438	File:ETH-BIB-Wilchingen-Inlandflüge-LBS MH01-000939.tif	Wilchingen	1919	Wilchingen	Fotografie : Glasplattennegativ	13 x 18 cm	18	13	Walter Mittelholzer
15439	File:ETH-BIB-Wildberg v. S. W.-Inlandflüge-LBS MH01-003442.tif	Wildberg v. S. W.	02.04.05	Wildberg	Fotografie : Glasplattennegativ	13 x 18 cm	18	13	Walter Mittelholzer
